Year;PollutantID;Pollutant_Name;PlantID;Site;Easting;Northing;Operator;SectorID;Sector; Emission ;Unit;Country
2001;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;41957.85438;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;38419.60112;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;38700.53119;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;36462.56027;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;46333.62971;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;35655.6374;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;31038.58157;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;31034.27857;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;38550.99797;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;31802.98816;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11455;Maersk Curlew;597435;763081;Shell UK Exploration & Production;3;Oil & gas exploration and production;35449.02245;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;93704.8798;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;84271.68778;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;79261.5664;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;74420.78047;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;83270.68168;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;88415.55271;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11456;Magnus;574210;1308249;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;92040.332;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;74897.27516;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;41137.63746;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;36765.04007;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;33400.14369;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;39416.80033;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;33438.68078;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11457;McCulloch;560173;939314;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;34672.80731;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;99150.70097;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;79258.62556;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;77274.75615;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;69896.64455;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;62651.25243;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;66264.14241;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11459;Miller;595076;988645;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;63528.50213;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;124174.0919;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;103215.8336;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;81083.55114;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;66285.97864;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;57060.11969;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;49798.66771;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11460;Montrose Alpha;604461;845774;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;60328.15463;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;65929.98936;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;74911.54886;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;63646.46681;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;72860.12618;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;67542.42447;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;68149.63098;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11461;Morecambe Central Processing Complex;292622;441679;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;70656.40301;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;81372.45733;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;63794.69667;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;60102.23341;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;58682.34875;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;62067.76325;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;58256.12309;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11462;Murchison;599640;1284491;CNR International (UK) Ltd;3;Oil & gas exploration and production;63246.54098;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;383.3392777;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;28284.92289;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;30267.33713;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;38325.59549;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;30035.98809;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;31678.50338;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11463;Murdoch;679553;495744;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;43115.16289;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;101032.2783;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;97479.50814;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;81181.31143;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;88080.47364;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;73687.52112;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;84028.55618;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11464;Nelson;586815;868247;Shell UK Exploration & Production;3;Oil & gas exploration and production;78006.76007;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;229082.8769;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;223763.8416;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;219286.1788;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;214482.0456;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;215882.5737;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;233435.0906;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11465;Ninian Central;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;81197.37764;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11466;Ninian Northern;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;43440.82773;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11467;Ninian Southern;587999;1224785;CNR International (UK) Ltd;3;Oil & gas exploration and production;114344.543;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;64636.30663;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;69676.80004;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;69086.48726;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;61330.64155;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;60399.66327;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;57828.91296;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11468;Cormorant North;569913;1263273;Shell UK Exploration & Production;3;Oil & gas exploration and production;36825.75554;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;50246.16119;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;51912.69927;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;44841.47629;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;43727.85169;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;31192.90088;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;26345.28329;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11469;Northern Producer (Galley);544785;935880;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;23333.38498;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11473;Petrojarl Banff;601685;793629;CNR International (UK) Ltd;3;Oil & gas exploration and production;115057.5054;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11473;Petrojarl Banff;601685;793629;CNR International (UK) Ltd;3;Oil & gas exploration and production;36129.19535;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11473;Petrojarl Banff;601685;793629;CNR International (UK) Ltd;3;Oil & gas exploration and production;40560.63636;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11473;Petrojarl Banff;601685;793629;CNR International (UK) Ltd;3;Oil & gas exploration and production;49751.45792;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11473;Petrojarl Banff;601685;793629;CNR International (UK) Ltd;3;Oil & gas exploration and production;49831.59576;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11473;Petrojarl Banff;601685;793629;CNR International (UK) Ltd;3;Oil & gas exploration and production;51517.59815;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11474;Pierce (Hawene Brim);657858;814198;Shell UK Exploration & Production;3;Oil & gas exploration and production;91038.95435;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11474;Pierce (Hawene Brim);657858;814198;Shell UK Exploration & Production;3;Oil & gas exploration and production;60250.31663;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11474;Pierce (Hawene Brim);657858;814198;Shell UK Exploration & Production;3;Oil & gas exploration and production;59238.6749;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11474;Pierce (Hawene Brim);657858;814198;Shell UK Exploration & Production;3;Oil & gas exploration and production;43382.38764;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11474;Pierce (Hawene Brim);657858;814198;Shell UK Exploration & Production;3;Oil & gas exploration and production;46476.19595;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11474;Pierce (Hawene Brim);657858;814198;Shell UK Exploration & Production;3;Oil & gas exploration and production;44825.63768;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;97391.34545;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;85723.68976;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;87515.81812;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;89707.79587;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;77425.24834;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;97681.02417;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11475;Piper Bravo;532587;954529;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;84913.80374;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;29523.53301;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;26606.21559;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;24259.29384;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;21811.87003;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;23427.06336;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;16055.79637;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11479;Ravenspurn North;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;17647.17919;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;21936.91546;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;48584.94349;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;30680.61092;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;32673.72004;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;29102.99326;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;32020.68033;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11480;Rough 47/3B;561600;439689;Centrica Storage Ltd;3;Oil & gas exploration and production;29934.96501;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;95682.03642;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;96801.60502;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;66912.51858;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;70502.05735;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;66774.41796;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;74883.10318;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11482;Schiehallion;287608;1164816;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;72078.96065;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;139164.8545;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;138198.3876;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;116113.2359;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;106157.484;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;97272.45692;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;99815.90922;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11483;Scott;530928;932806;Nexen Petroleum UK Ltd;3;Oil & gas exploration and production;87848.77066;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;4184.908072;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;4830.714786;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;4386.236049;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;4269.183184;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;4387.673137;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;4304.098294;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11484;Sean;722687;380114;Shell UK Exploration & Production;3;Oil & gas exploration and production;10413.60327;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11485;Shearwater;639012;799944;Shell UK Exploration & Production;3;Oil & gas exploration and production;32874.52909;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11485;Shearwater;639012;799944;Shell UK Exploration & Production;3;Oil & gas exploration and production;59317.31269;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11485;Shearwater;639012;799944;Shell UK Exploration & Production;3;Oil & gas exploration and production;97611.78274;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11485;Shearwater;639012;799944;Shell UK Exploration & Production;3;Oil & gas exploration and production;81108.59371;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11485;Shearwater;639012;799944;Shell UK Exploration & Production;3;Oil & gas exploration and production;109931.1205;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;21431.60244;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;14387.18264;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;27582.61429;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;50060.59902;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;39790.42638;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;34413.68617;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11486;Sole Pit Clipper;647909;403321;Shell UK Exploration & Production;3;Oil & gas exploration and production;44457.89877;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;84661.15334;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;71328.50694;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;93270.87113;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;38988.9056;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;70469.13164;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;57095.63477;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11489;Tartan Alpha;523753;941730;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;61997.01847;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;61922.04816;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;72530.01841;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11491;Tern Alpha;555679;1269732;Shell UK Exploration & Production;3;Oil & gas exploration and production;67769.3039;Tonnes;Unallocated
