Year;PollutantID;Pollutant_Name;PlantID;Site;Easting;Northing;Operator;SectorID;Sector; Emission ;Unit;Country
2000;2;Carbon Dioxide as Carbon;11417;Douglas;296321;404747;BHP Billiton Petroleum Ltd;3;Oil & gas exploration and production;74163.05049;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11417;Douglas;296321;404747;BHP Billiton Petroleum Ltd;3;Oil & gas exploration and production;85845.11756;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11417;Douglas;296321;404747;BHP Billiton Petroleum Ltd;3;Oil & gas exploration and production;82499.26889;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11417;Douglas;296321;404747;BHP Billiton Petroleum Ltd;3;Oil & gas exploration and production;80314.56004;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11417;Douglas;296321;404747;BHP Billiton Petroleum Ltd;3;Oil & gas exploration and production;105784.2849;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;68278.84122;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;67237.2077;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;50833.86513;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;55606.1286;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;47162.57601;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;44191.56691;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11418;Dunlin Alpha;592625;1271102;Shell UK Exploration & Production;3;Oil & gas exploration and production;27999.22798;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;127032.6335;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;121533.0665;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;150208.6244;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;146526.5182;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;153326.1002;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;138096.7082;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11419;ETAP Central Processing Facility;622972;828506;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;134290.9368;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;100339.1828;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;106021.1216;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;104588.3385;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;102062.5545;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;90602.40887;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;87924.58198;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11420;Brae East;603240;1004686;Marathon Oil UK Ltd;3;Oil & gas exploration and production;85609.29828;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;28023.06117;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;23313.88433;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;18611.1158;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;14026.40441;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;14975.60026;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;35659.01797;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11422;Eider Alpha;568849;1279361;Shell UK Exploration & Production;3;Oil & gas exploration and production;64665.33141;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11423;Elgin PUQ;633227;797779;Total E&P UK plc;3;Oil & gas exploration and production;3834.355534;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11423;Elgin PUQ;633227;797779;Total E&P UK plc;3;Oil & gas exploration and production;136491.1814;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11423;Elgin PUQ;633227;797779;Total E&P UK plc;3;Oil & gas exploration and production;186190.2047;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11423;Elgin PUQ;633227;797779;Total E&P UK plc;3;Oil & gas exploration and production;186717.7086;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11423;Elgin PUQ;633227;797779;Total E&P UK plc;3;Oil & gas exploration and production;183699.6397;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;32272.91843;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;26940.63658;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;26251.67265;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;26755.02611;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;30639.57699;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;26646.51156;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11424;Everest North;626623;885718;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;26754.21331;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;126512.1927;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;86784.77069;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;89913.058;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;77250.71738;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;74768.60951;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;77377.11504;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11425;Foinaven FPSO;270753;1159708;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;69046.06052;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;200091.796;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;174843.9166;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;37873.06534;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;45294.20112;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;34967.54347;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;36129.51202;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11426;Forties Alpha;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;52786.83227;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11427;Forties Bravo;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;41216.38767;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11427;Forties Bravo;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;27773.44656;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11427;Forties Bravo;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;30216.98764;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11427;Forties Bravo;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;25898.53664;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11427;Forties Bravo;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;28997.64322;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11428;Forties Charlie;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;77.34888148;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11428;Forties Charlie;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;41660.26256;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11428;Forties Charlie;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;47803.59956;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11428;Forties Charlie;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;48139.87423;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11428;Forties Charlie;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;43051.40085;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11428;Forties Charlie;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;40266.20885;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11429;Forties Delta;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;39228.33649;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11429;Forties Delta;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;39086.34092;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11429;Forties Delta;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;39156.30241;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11429;Forties Delta;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;37460.81205;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11429;Forties Delta;577220;875092;Apache North Sea Ltd;3;Oil & gas exploration and production;34682.50128;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;74669.67001;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;73860.8931;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;67523.1639;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;84708.59707;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;100312.2249;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;89396.8712;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11431;Fulmar Alpha;655727;740756;Talisman Energy (UK) Ltd;3;Oil & gas exploration and production;66895.64857;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;68915.7936;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;79660.56759;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;59138.78834;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;65472.52022;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;59622.2536;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;66848.75265;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11432;Gannet Alpha;581743;813582;Shell UK Exploration & Production;3;Oil & gas exploration and production;51550.76307;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;72880.87148;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;59585.38427;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;81947.34018;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;77642.63567;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;29740.48297;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;38294.15478;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11436;Gryphon Alpha;601322;1057469;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;39832.18732;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;52395.4463;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;54043.19268;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;35182.43075;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;41917.16602;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;33741.67759;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;39763.10615;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11437;Harding;600787;1049951;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;29769.47646;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;29962.47329;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;26884.97513;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;33409.46092;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;32818.22815;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;30325.55781;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;25625.6603;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11438;Heather Alpha;559290;1233704;Lundin Britain Ltd;3;Oil & gas exploration and production;35048.25727;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;10247.84421;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;7361.826893;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;27143.75358;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;28727.56644;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;22763.81435;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;18125.47927;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11439;Hewett 48/29A;645319;358766;Tullow Oil plc;3;Oil & gas exploration and production;18725.0079;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;75839.30866;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;69452.31937;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;87136.65625;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;86304.0625;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;72227.62771;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;57737.56132;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11443;Indefatigable 23A;700843;398028;Perenco UK Ltd;3;Oil & gas exploration and production;68118.63485;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11447;Janice Alpha;662876;730213;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;86361.96947;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11447;Janice Alpha;662876;730213;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;67206.60302;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11447;Janice Alpha;662876;730213;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;45553.88044;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11447;Janice Alpha;662876;730213;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;39121.51665;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11447;Janice Alpha;662876;730213;Maersk Oil North Sea UK Ltd;3;Oil & gas exploration and production;43159.13054;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;84908.65033;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;61972.077;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;53140.71716;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;48429.60373;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;62628.72148;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;79941.64978;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11448;Judy;666531;764404;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;77221.0213;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;30684.64345;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;31986.30174;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;29300.80874;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;29439.56972;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;23163.65881;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;21015.87134;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11449;Kittiwake Alpha;551043;845181;Venture Production Co (NS) Ltd;3;Oil & gas exploration and production;49510.62287;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;66339.20964;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;67215.20173;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;81611.29663;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;81269.34226;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;64661.72905;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;61381.4425;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11450;LOGGS;668043;391935;ConocoPhillips (UK) Ltd;3;Oil & gas exploration and production;51783.76313;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;87085.76321;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;44798.69117;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;58895.24971;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;61578.86595;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;51088.67523;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;40328.93043;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11451;Leman 27A;676609;362507;Perenco UK Ltd;3;Oil & gas exploration and production;40529.81781;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;82196.72383;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;64281.57435;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;77933.26991;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;80153.0429;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;58913.15396;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;55911.33946;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;11452;Leman Alpha;676609;362507;Shell UK Exploration & Production;3;Oil & gas exploration and production;77961.3904;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;36239.04514;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;28129.7831;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;11453;Lomond;650888;830306;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;27507.01157;Tonnes;Unallocated
