jaar;nic;bedrijfsnaam;plaats;stof;emissie totaal;eenheid
2015;44301;Saica Flex Netherlands B.V.;Etten-Leur;Kooldioxide (CO2);1898503;kg
2015;44709;Steenfabriek Engels Oeffelt BV;Oeffelt;Kooldioxide (CO2);13532223;kg
2015;44772;Ardagh Glass Dongen BV;Dongen;Kooldioxide (CO2);96337742;kg
2015;44773;Saint Gobain Construction Products NL BV;Etten-Leur;Kooldioxide (CO2);43175915;kg
2015;45669;Caligen Europe BV;Breda;Kooldioxide (CO2);300120;kg
2015;47001;Slibverwerking Noord-Brabant NV;Moerdijk;Kooldioxide (CO2);161043000;kg
2015;48002;Unipol Holland BV;Oss;Kooldioxide (CO2);5684442;kg
2015;48018;FUJIFILM Manufacturing Europe B.V.;Tilburg;Kooldioxide (CO2);34901681;kg
2015;48022;Dr. W. Kolb Nederland BV;Klundert;Kooldioxide (CO2);2738685;kg
2015;48023;FrieslandCampina Rijkevoort (Holland Cheese);Rijkevoort;Kooldioxide (CO2);8220000;kg
2015;48024;Essity Operations Cuijk B.V.;Katwijk NB;Kooldioxide (CO2);20044085;kg
2015;48031;FrieslandCampina Butter & Milkpowder - Den Bosch;'s-Hertogenbosch;Kooldioxide (CO2);3112477;kg
2015;48051;KBM Master Alloys BV (Oss);Oss;Kooldioxide (CO2);1020295;kg
2015;48054;Van Swaay Duurzaam Hout Schijndel;Schijndel;Kooldioxide (CO2);303000;kg
2015;48061;Verzinkerij Meerveldhoven BV;Veldhoven;Kooldioxide (CO2);2030000;kg
2015;48072;Essent WKC 's-Hertogenbosch;'s-Hertogenbosch;Kooldioxide (CO2);0;kg
2015;48073;Nedzink BV;Budel-Dorplein;Kooldioxide (CO2);1104622;kg
2015;48082;Ennatuurlijk BV, PS Breda;Breda;Kooldioxide (CO2);96707;kg
2015;48083;WKC Bergen op Zoom;Bergen op Zoom;Kooldioxide (CO2);0;kg
2015;48084;Ennatuurlijk BV, WKC Eindhoven;Eindhoven;Kooldioxide (CO2);16191528;kg
2015;48087;Proviande Beef;Someren;Kooldioxide (CO2);63304;kg
2015;48113;Keizersberg Diervoeders Elsendorp B.V.;Milheeze;Kooldioxide (CO2);58625;kg
2015;48177;Peka Kroef B.V. Odiliapeel;Odiliapeel;Kooldioxide (CO2);20017731;kg
2015;49006;WKC Moerdijk;Moerdijk;Kooldioxide (CO2);627849222;kg
2015;49010;Basell Benelux B.V.;Moerdijk;Kooldioxide (CO2);21478000;kg
2015;49013;Ardagh Glass Moerdijk BV;Moerdijk;Kooldioxide (CO2);59245146;kg
2015;49016;BECC B.V.;Katwijk NB;Kooldioxide (CO2);254914;kg
2015;49017;Merck Sharp & Dohme B.V.;Oss;Kooldioxide (CO2);4442000;kg
2015;49026;Attero B.V. locatie Tilburg (Spinder);Tilburg;Kooldioxide (CO2);6695089;kg
2015;49027;FrieslandCampina Nuenen;Nuenen;Kooldioxide (CO2);1139900;kg
2015;49033;Agristo Tilburg BV;Tilburg;Kooldioxide (CO2);35384769;kg
2015;51101;Synthomer Middelburg BV;Middelburg;Kooldioxide (CO2);55660000;kg
2015;51102;Rosier Nederland B.V.;Sas Van GEnt;Kooldioxide (CO2);18192543;kg
2015;51104;Dow Benelux BV (Hoek);Hoek;Kooldioxide (CO2);2623695453;kg
2015;51105;YARA Sluiskil BV;Sluiskil;Kooldioxide (CO2);3547030147;kg
2015;51107;ARKEMA B.V. location Vlissingen;Vlissingen;Kooldioxide (CO2);4857264;kg
2015;51404;ICL-IP Terneuzen BV;Terneuzen;Kooldioxide (CO2);18996300;kg
2015;51501;Zeeland Refinery N.V.;Nieuwdorp;Kooldioxide (CO2);1543181532;kg
2015;52612;Cargill Benelux BV;Sas Van GEnt;Kooldioxide (CO2);242453670;kg
2015;52615;Koninklijke Zeelandia;Zierikzee;Kooldioxide (CO2);1618206;kg
2015;53129;Damen Schelde Naval Shipbuilding B.V. en Damen Shiprepair Vlissingen B.V.;Ritthem;Kooldioxide (CO2);1508338;kg
2015;53504;Zeeland Aluminium Company (Zalco BV);Vlissingen;Kooldioxide (CO2);12880520;kg
2015;54001;EPZ NV (Conventional Operations);Borssele;Kooldioxide (CO2);2055918900;kg
2015;56118;Stepan Nederland BV;Ritthem;Kooldioxide (CO2);3604709;kg
2015;56119;Decontamination Services BV;Ritthem;Kooldioxide (CO2);11372021;kg
2015;56123;Stortplaats Koegorspolder BV (OLAZ);Terneuzen;Kooldioxide (CO2);2092066;kg
2015;56125;Stortplaats Noord- en Midden-Zeeland BV (OLAZ);Nieuwdorp;Kooldioxide (CO2);9027796;kg
2015;61213;PPG Coatings B.V.;Tiel;Kooldioxide (CO2);1173523;kg
2015;61407;SABA Dinxperlo BV;Dinxperlo;Kooldioxide (CO2);332000;kg
2015;61411;Sonac Vuren BV;Vuren;Kooldioxide (CO2);35593479;kg
2015;61418;SACHEM Europe BV;Zaltbommel;Kooldioxide (CO2);3499150;kg
2015;61424;Veolia Industriediensten BV;Arnhem;Kooldioxide (CO2);39365990;kg
2015;61436;Givaudan Nederland BV (Barneveld);Barneveld;Kooldioxide (CO2);946300;kg
2015;61517;Gasunie Zweekhorst;Zevenaar;Kooldioxide (CO2);5075307;kg
2015;62009;FrieslandCampina Butter&Milkpowder (Lochem);Lochem;Kooldioxide (CO2);42080271;kg
2015;62010;Nestlé Nederland BV (Nunspeet);Nunspeet;Kooldioxide (CO2);15203141;kg
2015;62013;FrieslandCampina Steenderen;Steenderen;Kooldioxide (CO2);4290000;kg
2015;62025;FrieslandCampina (Borculo);Borculo;Kooldioxide (CO2);58335770;kg
2015;62031;Arla Foods BV;Nijkerk;Kooldioxide (CO2);13926541;kg
2015;62108;Polskamp BV;Ermelo;Kooldioxide (CO2);1316234;kg
2015;62406;Riedel BV;Ede;Kooldioxide (CO2);2703000;kg
2015;62509;H.J. Heinz Holding BV;Elst;Kooldioxide (CO2);6560000;kg
2015;62512;Struik Foods Netherlands;Nijkerk;Kooldioxide (CO2);5052354;kg
2015;62802;Ekro BV;Apeldoorn;Kooldioxide (CO2);942000;kg
2015;62806;VION Apeldoorn b.v.;Apeldoorn;Kooldioxide (CO2);2856400;kg
2015;62812;Compaxo Vlees Zevenaar BV;Zevenaar;Kooldioxide (CO2);3200000;kg
2015;62852;Pluimveeslachterij Van den Bor BV;Nijkerkerveen;Kooldioxide (CO2);1394952;kg
2015;62925;Aviko BV;Steenderen;Kooldioxide (CO2);67400900;kg
2015;63012;KME Netherlands B.V.;Zutphen;Kooldioxide (CO2);4678423;kg
2015;63399;Scheepswerf De Hoop BV;Tolkamer;Kooldioxide (CO2);520802;kg
2015;63504;Gieterij Doesburg BV;Doesburg;Kooldioxide (CO2);1276434;kg
2015;63505;Vulcanus Castings BV;Doetinchem;Kooldioxide (CO2);6838890;kg
2015;63508;Nijmeegsche IJzergieterij BV;Nijmegen;Kooldioxide (CO2);3594219;kg
2015;63509;LF Casting B.V.;Terborg;Kooldioxide (CO2);1176090;kg
2015;63601;Hydro Extrusion Harderwijk;Harderwijk;Kooldioxide (CO2);1898738;kg
2015;63643;Veco B.V.;Eerbeek;Kooldioxide (CO2);897000;kg
2015;63669;Coatinc Anox bv.;Scherpenzeel;Kooldioxide (CO2);166362;kg
2015;64001;Centrale Gelderland;Nijmegen;Kooldioxide (CO2);2886892000;kg
2015;64004;AVR Afvalverwerking BV (Duiven);Duiven;Kooldioxide (CO2);552100000;kg
2015;64005;ARN B.V.;Weurt;Kooldioxide (CO2);328931810;kg
2015;64134;Sonac Loenen BV;Loenen;Kooldioxide (CO2);4660000;kg
2015;64304;Papierfabriek Doetinchem bv;Doetinchem;Kooldioxide (CO2);20150019;kg
2015;64328;Koninklijke VIVBuisman B.V.;Zelhem;Kooldioxide (CO2);2205200;kg
2015;64335;DS Smith De Hoop B.V.;Eerbeek;Kooldioxide (CO2);216496899;kg
2015;64345;Folding Boxboard Eerbeek bv;Eerbeek;Kooldioxide (CO2);67630612;kg
2015;64354;VHP Security Paper B.V.;Ugchelen;Kooldioxide (CO2);5251233;kg
2015;64360;Smurfit Westrock Parenco B.V.;Renkum;Kooldioxide (CO2);158862837;kg
2015;64633;Aquinos BV (Kesteren);Kesteren;Kooldioxide (CO2);1185547;kg
2015;64641;Kamp Coating Apeldoorn BV;Apeldoorn;Kooldioxide (CO2);1003904;kg
2015;64701;Steenfabriek De Rijswaard BV;Aalst;Kooldioxide (CO2);27738000;kg
2015;64703;B.V. Steenfabriek Huissenswaard;Angeren;Kooldioxide (CO2);19295367;kg
2015;64713;Wienerberger Steenfabriek Schipperswaard;Echteld;Kooldioxide (CO2);4857000;kg
2015;64715;Wienerberger BV Steenfabriek Erlecom;Erlecom;Kooldioxide (CO2);15666000;kg
2015;64718;Rodruza Steenfabriek de Zandberg;Gendt;Kooldioxide (CO2);13483000;kg
2015;64719;Wienerberger Steenfabriek Haaften;Haaften;Kooldioxide (CO2);14597000;kg
2015;64725;Wienerberger Steenfabriek Heteren;Heteren;Kooldioxide (CO2);9030000;kg
2015;64735;AGC Flatglass Nederland BV;Tiel;Kooldioxide (CO2);0;kg
2015;64740;Wienerberger Steenfabriek Wolfswaard;Opheusden;Kooldioxide (CO2);14359000;kg
2015;64741;Wienerberger Steenfabriek Kijfwaard Oost;Pannerden;Kooldioxide (CO2);12211000;kg
2015;64744;Steenfabriek Rossum B.V.;Rossum;Kooldioxide (CO2);15563000;kg
2015;64748;Steenfabriek Spijk BV;Spijk;Kooldioxide (CO2);24783000;kg
2015;64749;Steenfabriek Tolkamer BV;Tolkamer;Kooldioxide (CO2);33695000;kg
2015;64756;Wienerberger Steenfabriek De Vlijt;Winterswijk;Kooldioxide (CO2);9051000;kg
2015;64759;Steenfabriek Zennewijnen;Zennewijnen;Kooldioxide (CO2);11977000;kg
2015;65735;Steenfabriek Vogelensangh B.V.;Deest;Kooldioxide (CO2);3461046;kg
2015;65777;Wienerberger Steenfabriek Kijfwaard West;Pannerden;Kooldioxide (CO2);22440000;kg
2015;66001;Sibelco Winterswijk;Winterswijk;Kooldioxide (CO2);3868135;kg
2015;66201;Coldenhove Paper B.V.;Eerbeek;Kooldioxide (CO2);10119974;kg
2015;66206;TANATEX Chemicals BV;Ede;Kooldioxide (CO2);596400;kg
2015;66220;Smart Packaging Solutions B.V.;Loenen;Kooldioxide (CO2);12662719;kg
2015;66224;Wienerberger Dakpannenfabriek Narvik Deest;Deest;Kooldioxide (CO2);8143000;kg
2015;66231;Attero B.V. Locatie Wilp (VAR);Wilp;Kooldioxide (CO2);7815867;kg
2015;66239;Mead Johnson B.V.;Nijmegen;Kooldioxide (CO2);7732197;kg
2015;66244;Color Coating BV;Apeldoorn;Kooldioxide (CO2);374682;kg
2015;66248;Loparex BV;Apeldoorn;Kooldioxide (CO2);6490000;kg
2015;66253;Stichting Mestverwerking Gelderland SMG (KGBI Stroe);Stroe;Kooldioxide (CO2);3577250;kg
2015;66323;Stichting Mestverwerking Gelderland SMG (KGBI Ede);Ede;Kooldioxide (CO2);3990900;kg
2015;66325;Stichting Mestverwerking Gelderland SMG (KGBI Elspeet);Elspeet;Kooldioxide (CO2);3044370;kg
2015;66326;Stichting Mestverwerking Gelderland SMG (KGBI Putten);Putten;Kooldioxide (CO2);3636760;kg
2015;66355;PFW Aroma ingredients bv;Barneveld;Kooldioxide (CO2);1260000;kg
2015;69033;Vika BV;Ede;Kooldioxide (CO2);2401470;kg
2015;69057;Rotocoat Dieren BV;Spankeren;Kooldioxide (CO2);1230000;kg
2015;71102;KLK Kolb Specialties B.V.;Delden;Kooldioxide (CO2);6121094;kg
2015;71103;Nouryon Functional Chemicals;Deventer;Kooldioxide (CO2);9984530;kg
2015;71105;Nobian Chemicals BV (Hengelo);Hengelo;Kooldioxide (CO2);258911000;kg
2015;71514;Gasunie Vilsteren / Ommen;Vilsteren;Kooldioxide (CO2);7110554;kg
2015;72016;Royal Lactalis Leerdammer BV (Dalfsen);Dalfsen;Kooldioxide (CO2);5819860;kg
2015;72024;Ausnutria Kampen BV;Kampen;Kooldioxide (CO2);14366023;kg
2015;72027;Ausnutria Ommen B.V.;Ommen;Kooldioxide (CO2);4280000;kg
2015;72914;Abbott Laboratories B.V.;Zwolle;Kooldioxide (CO2);15185612;kg
2015;73239;Scania Production Zwolle BV;Zwolle;Kooldioxide (CO2);2010000;kg
2015;74003;Centrale Harculo;Zwolle;Kooldioxide (CO2);971423;kg
2015;74005;Ennatuurlijk BV, WKC Enschede;Enschede;Kooldioxide (CO2);569008;kg
2015;74120;Ten Cate Protect B.V.;Nijverdal;Kooldioxide (CO2);1724591;kg
2015;74154;TenCate Outdoor Fabrics BV;Nijverdal;Kooldioxide (CO2);2950000;kg
2015;74321;SARPI Netherlands B.V.;Almelo;Kooldioxide (CO2);838816;kg
2015;75305;locatie Boeldershoek;Hengelo;Kooldioxide (CO2);882773658;kg
2015;75315;locatie Elhorst Vloedbelt;Zenderen;Kooldioxide (CO2);1261299;kg
2015;75331;Zwanenberg Food Group B.V.;Almelo;Kooldioxide (CO2);2920113;kg
2015;75342;FrieslandCampina Balkbrug;Balkbrug;Kooldioxide (CO2);9773000;kg
2015;75349;CZ Rouveen kaasspecialiteiten;Rouveen;Kooldioxide (CO2);3160000;kg
2015;81103;Norit Nederland B.V.;Klazienaveen;Kooldioxide (CO2);107824333;kg
2015;81104;DOC Kaas (Zuivelfabriek);Hoogeveen;Kooldioxide (CO2);9912630;kg
2015;81202;AOC Nederland BV (Schoonebeek);Zandpol;Kooldioxide (CO2);4692000;kg
2015;82002;FrieslandCampina Domo B.V. (Beilen);Beilen;Kooldioxide (CO2);52245321;kg
2015;82603;Avebe u.a. (Gasselternijveen);Gasselternijveen;Kooldioxide (CO2);71871049;kg
2015;83501;2 RG;Klazienaveen;Kooldioxide (CO2);6217251;kg
2015;84808;SOLIDUS SOLUTIONS Board B.V. Coevorden;Coevorden;Kooldioxide (CO2);21975000;kg
2015;84999;FrieslandCampina Kievit (Meppel);Meppel;Kooldioxide (CO2);19610542;kg
2015;85002;Attero BV;Wijster;Kooldioxide (CO2);552388654;kg
2015;85003;Envalior Engineering Materials B.V.;Emmen;Kooldioxide (CO2);5380000;kg
2015;91505;N.V. Nederlandse Gasunie - compressorstation Aldeboarn;Aldeboarn;Kooldioxide (CO2);681561;kg
2015;92001;FrieslandCampina Cheese Gerkesklooster;Gerkesklooster;Kooldioxide (CO2);16725185;kg
2015;92004;Hochwald Foods Nederland BV;Bolsward;Kooldioxide (CO2);8109915;kg
2015;92008;Phoenix BV;Scharsterbrug;Kooldioxide (CO2);20126082;kg
2015;92012;FrieslandCampina (Leeuwarden);Leeuwarden;Kooldioxide (CO2);52078479;kg
2015;92015;FrieslandCampina Dronrijp;Dronryp;Kooldioxide (CO2);6674760;kg
2015;92030;FrieslandCampina (Workum);Workum;Kooldioxide (CO2);24301580;kg
2015;92615;Sonac Burgum BV;Sumar;Kooldioxide (CO2);53919991;kg
2015;93604;Nederlandse Onttinningsfabriek BV;Leeuwarden;Kooldioxide (CO2);1050000;kg
2015;94003;Centrale Bergum;Burgum;Kooldioxide (CO2);2342439;kg
2015;94301;Huhtamaki Nederland B.V.;Franeker;Kooldioxide (CO2);13019420;kg
2015;94304;SCA Hygiene Products BV (Suameer);Sumar;Kooldioxide (CO2);2419599;kg
2015;94607;Trioworld Harlingen;Harlingen;Kooldioxide (CO2);20400;kg
2015;94706;BASF Nederland B.V.;Heerenveen;Kooldioxide (CO2);2253000;kg
2015;95003;Lamb Weston / Meyer VOF (Klooster Lidlum);Klooster Lidlum;Kooldioxide (CO2);14324545;kg
2015;99011;Sonac Harlingen BV;Harlingen;Kooldioxide (CO2);1590000;kg
2015;101103;BioMCN B.V.;Farmsum;Kooldioxide (CO2);267003089;kg
2015;101104;Dow Benelux B.V.;Delfzijl;Kooldioxide (CO2);11601466;kg
2015;101105;P.Q. Silicas B.V.;Winschoten;Kooldioxide (CO2);15514734;kg
2015;101108;Qemetica NL Silica bv;Delfzijl;Kooldioxide (CO2);36295000;kg
2015;101404;Delamine B.V.;Farmsum;Kooldioxide (CO2);1786198;kg
2015;101405;Electric Glass Fiber NL, B.V.;Westerbroek;Kooldioxide (CO2);39208405;kg
2015;101407;Zeolyst CV;Farmsum;Kooldioxide (CO2);5656000;kg
2015;101408;Nedmag B.V.;Veendam;Kooldioxide (CO2);77885202;kg
2015;101515;Gasunie Transport Services B.V. - compressorstation Spijk;Eemshaven;Kooldioxide (CO2);2450421;kg
2015;102001;FrieslandCampina Nederland B.V.;Bedum;Kooldioxide (CO2);34380167;kg
2015;102008;Plixxent B.V.;Foxhol;Kooldioxide (CO2);120435;kg
2015;102302;Cosun Beet Company-Vierverlaten;Groningen;Kooldioxide (CO2);125659000;kg
2015;102504;Rixona BV;Warffum;Kooldioxide (CO2);18404332;kg
2015;102620;Coöperatie AVEBE U.A.;Ter Apelkanaal;Kooldioxide (CO2);116024008;kg
2015;102621;Avebe u.a. (Foxhol);Foxhol;Kooldioxide (CO2);23402152;kg
2015;103009;KBM Master Alloys B.V.;Delfzijl;Kooldioxide (CO2);4402661;kg
2015;103010;DAMCO Aluminium Delfzijl Coöperatie U.A.;Farmsum;Kooldioxide (CO2);53277582;kg
2015;104001;ENGIE Energie Nederland NV;Eemshaven;Kooldioxide (CO2);1583205718;kg
2015;104003;Delesto B.V.;Farmsum;Kooldioxide (CO2);539975997;kg
2015;104302;Solidus Solutions Board Groningen-Hoogkerk;Groningen;Kooldioxide (CO2);17158000;kg
2015;104304;Eska B.V.;Hoogezand;Kooldioxide (CO2);59568768;kg
2015;104305;Eska B.V.;Sappemeer;Kooldioxide (CO2);32986443;kg
2015;104307;Solidus Board Bad Nieuweschans B.V.;Bad Nieuweschans;Kooldioxide (CO2);38056951;kg
2015;104511;Gasunie mengstation Kootstertille (FR);Kootstertille;Kooldioxide (CO2);7916;kg
2015;104520;Ecopark De Wierde;Heerenveen;Kooldioxide (CO2);3529999;kg
2015;104521;FrieslandCampina Wolvega;Wolvega;Kooldioxide (CO2);439000;kg
2015;104611;Adapa the Netherlands BV;Leek;Kooldioxide (CO2);2064890;kg
2015;104710;ESD-SIC BV;Farmsum;Kooldioxide (CO2);126738011;kg
2015;104756;Steenindustrie Strating BV;Oude Pekela;Kooldioxide (CO2);4414000;kg
2015;105001;ChemCom Industries BV;Farmsum;Kooldioxide (CO2);7652003;kg
2015;105004;Teijin Aramid B.V.;Farmsum;Kooldioxide (CO2);16906000;kg
2015;105007;FrieslandCampina Nederland B.V.;Marum;Kooldioxide (CO2);9508387;kg
2015;105008;Hydro Extrusion Hoogezand B.V.;Hoogezand;Kooldioxide (CO2);3035965;kg
2015;105016;Nobian Industrial Chemicals B.V. - SSC (Shared Service Center);Farmsum;Kooldioxide (CO2);2821000;kg
2015;105027;Kisuma Chemicals BV;Veendam;Kooldioxide (CO2);11680139;kg
2015;105029;Storteboom Foodgroup Kornhorn;Kornhorn;Kooldioxide (CO2);2177342;kg
2015;114001;Maxima-centrale;Lelystad;Kooldioxide (CO2);1233372986;kg
2015;114002;Vattenfall Power Generation B.V. (HWC Hogering/WKC Almere);Almere;Kooldioxide (CO2);11174759;kg
2015;114709;McCain Foods Holland BV (Lelystad);Lelystad;Kooldioxide (CO2);25386000;kg
2015;114720;Sonac Almere BV;Almere;Kooldioxide (CO2);5443828;kg
2015;114721;Alphen;Alphen;Kooldioxide (CO2);83322;kg
2015;114722;Waterschap Noorderzijlvest - RWZI Garmerwolde;Garmerwolde;Kooldioxide (CO2);14158331;kg
2015;114723;RWZI Harderwijk;Harderwijk;Kooldioxide (CO2);6784054;kg
2015;114724;RWZI Apeldoorn;Apeldoorn;Kooldioxide (CO2);17525101;kg
2015;114725;RWZI Ede;Ede;Kooldioxide (CO2);7121576;kg
2015;114726;RWZI Nieuwgraaf (Waterschap Rijn en IJssel);Duiven;Kooldioxide (CO2);15887637;kg
2015;114727;RWZI Nijmegen (Waterschap Rivierenland);Weurt;Kooldioxide (CO2);12417649;kg
2015;114728;RWZI Nieuwveer;Breda;Kooldioxide (CO2);11061149;kg
2015;114729;RWZI Aarle-Rixtel (Waterschap Aa en Maas);Aarle-Rixtel;Kooldioxide (CO2);5114142;kg
2015;114730;RWZI Eindhoven (Waterschap De Dommel);Eindhoven;Kooldioxide (CO2);12034801;kg
2015;114731;RWZI Utrecht (Hoogheemraadschap de Stichtse Rijnlanden);Utrecht;Kooldioxide (CO2);15382496;kg
2015;114732;RWZI Venlo;Venlo;Kooldioxide (CO2);9945558;kg
2015;114733;RWZI Hoensbroek;Hoensbroek;Kooldioxide (CO2);2874188;kg
2015;114734;RWZI Enschede;Enschede;Kooldioxide (CO2);11872048;kg
2015;114735;AWZI De Groote Lucht (Hoogheemraadschap van Delfland);Vlaardingen;Kooldioxide (CO2);5416125;kg
2015;114736;RWZI Dokhaven en Slibverwerkingsinstallatie Sluisjesdijk;Rotterdam;Kooldioxide (CO2);14353923;kg
2015;114737;AWZI Kralingseveer (Hoogheemraadschap van Schieland);Capelle aan den Ijssel;Kooldioxide (CO2);9565010;kg
2015;114740;RWZI Susteren;Susteren;Kooldioxide (CO2);13901679;kg
2015;114741;RWZI Amersfoort;Amersfoort;Kooldioxide (CO2);7737942;kg
2015;114743;RWZI Dinther (Waterschap Aa en Maas);Heeswijk-Dinther;Kooldioxide (CO2);6945277;kg
2015;114744;Elsta P&U;Hoek;Kooldioxide (CO2);1101111000;kg
2015;114747;PeakShaver Maasvlakte;Maasvlakte Rotterdam;Kooldioxide (CO2);8906992;kg
2015;114757;Eurogen CV;Botlek Rotterdam;Kooldioxide (CO2);481494059;kg
2015;114758;Farm Dairy BV;Lelystad;Kooldioxide (CO2);1793776;kg
2015;114767;AWZI Houtrust (Hoogheemraadschap van Delfland);'s-Gravenhage;Kooldioxide (CO2);9217537;kg
2015;114785;Smilde Foods BV(Heerenveen);Heerenveen;Kooldioxide (CO2);1574000;kg
2015;114802;Renewi Smink Amersfoort;Hoogland;Kooldioxide (CO2);6271981;kg
2015;114804;Vleeswarenfabriek Persoon BV;Lisse;Kooldioxide (CO2);721000;kg
2015;114814;Recycling Kombinatie REKO B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);19690789;kg
2015;115036;LyondellBasell Covestro Manufacturing Maasvlakte VOF;Maasvlakte Rotterdam;Kooldioxide (CO2);11331500;kg
2015;115037;Teijin Aramid BV (Arnhem);Arnhem;Kooldioxide (CO2);747000;kg
2015;115049;Holonite BV (Tholen);Tholen;Kooldioxide (CO2);119000;kg
2015;115050;Holonite BV (Halsteren);Halsteren;Kooldioxide (CO2);449;kg
2015;115063;Eagle Simrax BV;Kerkrade;Kooldioxide (CO2);251000;kg
2015;115066;Trespa International BV;Weert;Kooldioxide (CO2);26504421;kg
2015;115072;Seasun;Kapelle;Kooldioxide (CO2);29888000;kg
2015;115084;SVP Productie BV - Hulpwarmtecentrale 1;Purmerend;Kooldioxide (CO2);27530611;kg
2015;115085;Enecal Energy VOF;Botlek Rotterdam;Kooldioxide (CO2);35335492;kg
2015;115087;Essent WKC Erica;Erica;Kooldioxide (CO2);0;kg
2015;115088;Essent WKC Klazienaveen;Klazienaveen;Kooldioxide (CO2);0;kg
2015;115143;FrieslandCampina Cheese BV (Leerdam);Leerdam;Kooldioxide (CO2);80360;kg
2015;115180;apt Extrusions B.V.;Roermond;Kooldioxide (CO2);3497138;kg
2015;115181;EP NL Rijnmond 1 B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);24718;kg
2015;115184;RWZI Land van Cuijk (Waterschap Aa en Maas);Haps;Kooldioxide (CO2);4867688;kg
2015;115185;DOC Kaas (Zuivelpark);Hoogeveen;Kooldioxide (CO2);49879513;kg
2015;115186;Yara Vlaardingen BV;Vlaardingen;Kooldioxide (CO2);444078;kg
2015;200002;A. van de Groep en Zonen BV;Bunschoten-Spakenburg;Kooldioxide (CO2);3175800;kg
2015;200101;Döhler Holland BV;Oosterhout;Kooldioxide (CO2);2213193;kg
2015;200125;Ovako Twente BV;Almelo;Kooldioxide (CO2);116109;kg
2015;200131;Hak BV;Giessen;Kooldioxide (CO2);5667917;kg
2015;200141;BV Steenfabriek Hedikhuizen;Heusden;Kooldioxide (CO2);15382000;kg
2015;200188;Kriek Poedercoaten B.V.;Alphen aan den Rijn;Kooldioxide (CO2);343180;kg
2015;200228;Gouda Refractories BV;Gouda;Kooldioxide (CO2);10151000;kg
2015;200286;Wienerberger Steenfabriek Azewijn;Azewijn;Kooldioxide (CO2);20172000;kg
2015;200287;Steenfabriek Engels Helden BV;Panningen;Kooldioxide (CO2);16853524;kg
2015;200292;T. Boer & zn.;Nieuwerkerk aan den Ijssel;Kooldioxide (CO2);640000;kg
2015;200312;Vloertegelfabriek Koninklijke Mosa BV;Maastricht;Kooldioxide (CO2);12200993;kg
2015;200314;Supply Point Cuijk BV;Katwijk;Kooldioxide (CO2);292004;kg
2015;200333;Wienerberger Steenfabriek Bemmel;Haalderen;Kooldioxide (CO2);5909000;kg
2015;200355;Dakpanfabriek Narvik Tegelen (Wienberger BV);Tegelen;Kooldioxide (CO2);9126000;kg
2015;200376;Wienerberger Dakpanfabriek Janssen-Dings;Tegelen;Kooldioxide (CO2);11634000;kg
2015;200377;Monier BV (Tegelen);Tegelen;Kooldioxide (CO2);10549000;kg
2015;200407;COATEX Netherlands BV;Moerdijk;Kooldioxide (CO2);1050160;kg
2015;200420;Roba Metals B.V.;Farmsum;Kooldioxide (CO2);5251185;kg
2015;200436;Afvalberging Derde Merwedehaven;Dordrecht;Kooldioxide (CO2);9979266;kg
2015;200441;Amcor Specialty Cartons Brabant BV;Bergen op Zoom;Kooldioxide (CO2);1091742;kg
2015;200450;Avri;Geldermalsen;Kooldioxide (CO2);461600;kg
2015;200464;Baggerspeciedepot IJsseloog;Dronten;Kooldioxide (CO2);414656;kg
2015;200480;Bostik Nederland B.V.;Roosendaal;Kooldioxide (CO2);932690;kg
2015;200482;locatie Braambergen (Almere);Almere;Kooldioxide (CO2);1760392;kg
2015;200490;LOA Deege;Klundert;Kooldioxide (CO2);359000;kg
2015;200493;Attero B.V. locatie Bergen op Zoom (Kragge);Bergen op Zoom;Kooldioxide (CO2);5926938;kg
2015;200508;Uniper HWC Bezuidenhout-West;'s-Gravenhage;Kooldioxide (CO2);3051000;kg
2015;200512;ESA BV;Apeldoorn;Kooldioxide (CO2);431000;kg
2015;200516;Attero B.V.  locatie Montfort;Montfort;Kooldioxide (CO2);2825687;kg
2015;200518;Attero B.V. Locatie Weert;Weert;Kooldioxide (CO2);731500;kg
2015;200520;Attero B.V. locatie Schinnen;Schinnen;Kooldioxide (CO2);731500;kg
2015;200537;Cargill Cocao Aurora;Zaandam;Kooldioxide (CO2);14800436;kg
2015;200538;GMB BioEnergie Zutphen BV;Zutphen;Kooldioxide (CO2);31118425;kg
2015;200582;Südpack  Grootegast B.V.;Grootegast;Kooldioxide (CO2);1863000;kg
2015;200587;Martens Havenontvangstinstallatie Vlissingen BV;Nieuwdorp;Kooldioxide (CO2);545000;kg
2015;200606;Theo Pouw Secundaire Bouwstoffen B.V.;Eemshaven;Kooldioxide (CO2);92728393;kg
2015;200610;Radboudumc & Radboud Universiteit Nijmegen;Nijmegen;Kooldioxide (CO2);20800463;kg
2015;200618;ROVA Afvalverwerkingslocatie Bovenveld;Rheezerveen;Kooldioxide (CO2);583000;kg
2015;200640;Exportslachterij J. Gosschalk & Zn. BV;Epe;Kooldioxide (CO2);1897545;kg
2015;200664;Handelsonderneming A. Smit & Zoon BV;Amersfoort;Kooldioxide (CO2);2317236;kg
2015;200683;Theo Pouw Beheer BV;Utrecht;Kooldioxide (CO2);143607;kg
2015;200702;Renewi Nieuwegein;Nieuwegein;Kooldioxide (CO2);223058;kg
