jaar;nic;bedrijfsnaam;plaats;stof;emissie totaal;eenheid
2007;64001;Centrale Gelderland;Nijmegen;Kooldioxide (CO2);3140616000;kg
2007;64004;AVR Afvalverwerking BV (Duiven);Duiven;Kooldioxide (CO2);421196353;kg
2007;64005;ARN B.V.;Weurt;Kooldioxide (CO2);288038738;kg
2007;64302;Favini B.V. (Apeldoorn);Apeldoorn;Kooldioxide (CO2);24176015;kg
2007;64304;Papierfabriek Doetinchem bv;Doetinchem;Kooldioxide (CO2);30844493;kg
2007;64307;Schut Papier B.V.;Heelsum;Kooldioxide (CO2);1280471;kg
2007;64308;Sappi Nijmegen BV/InnovioPapers;Nijmegen;Kooldioxide (CO2);85288000;kg
2007;64335;DS Smith De Hoop B.V.;Eerbeek;Kooldioxide (CO2);215780658;kg
2007;64345;Folding Boxboard Eerbeek bv;Eerbeek;Kooldioxide (CO2);56460506;kg
2007;64353;Stora Enso;Wapenveld;Kooldioxide (CO2);88802234;kg
2007;64354;VHP Security Paper B.V.;Ugchelen;Kooldioxide (CO2);5109120;kg
2007;64360;Smurfit Westrock Parenco B.V.;Renkum;Kooldioxide (CO2);276128945;kg
2007;64633;Aquinos BV (Kesteren);Kesteren;Kooldioxide (CO2);1841535;kg
2007;64735;AGC Flatglass Nederland BV;Tiel;Kooldioxide (CO2);122945591;kg
2007;66201;Coldenhove Paper B.V.;Eerbeek;Kooldioxide (CO2);15560000;kg
2007;66206;TANATEX Chemicals BV;Ede;Kooldioxide (CO2);685672;kg
2007;66220;Smart Packaging Solutions B.V.;Loenen;Kooldioxide (CO2);12296945;kg
2007;66239;Mead Johnson B.V.;Nijmegen;Kooldioxide (CO2);6500158;kg
2007;66253;Stichting Mestverwerking Gelderland SMG (KGBI Stroe);Stroe;Kooldioxide (CO2);2720000;kg
2007;66323;Stichting Mestverwerking Gelderland SMG (KGBI Ede);Ede;Kooldioxide (CO2);2310000;kg
2007;66325;Stichting Mestverwerking Gelderland SMG (KGBI Elspeet);Elspeet;Kooldioxide (CO2);1960000;kg
2007;66326;Stichting Mestverwerking Gelderland SMG (KGBI Putten);Putten;Kooldioxide (CO2);1760000;kg
2007;66355;PFW Aroma ingredients bv;Barneveld;Kooldioxide (CO2);1109418;kg
2007;69007;Sealed Air B.V.;Nijmegen;Kooldioxide (CO2);121746;kg
2007;69033;Vika BV;Ede;Kooldioxide (CO2);1608155;kg
2007;71102;KLK Kolb Specialties B.V.;Delden;Kooldioxide (CO2);6277000;kg
2007;71103;Nouryon Functional Chemicals;Deventer;Kooldioxide (CO2);10969387;kg
2007;71105;Nobian Chemicals BV (Hengelo);Hengelo;Kooldioxide (CO2);406636000;kg
2007;71301;Abbott Biologicals B.V. (Olst);Olst;Kooldioxide (CO2);1954540;kg
2007;71514;Gasunie Vilsteren / Ommen;Vilsteren;Kooldioxide (CO2);28074754;kg
2007;72016;Royal Lactalis Leerdammer BV (Dalfsen);Dalfsen;Kooldioxide (CO2);4263404;kg
2007;72027;Ausnutria Ommen B.V.;Ommen;Kooldioxide (CO2);2231213;kg
2007;73239;Scania Production Zwolle BV;Zwolle;Kooldioxide (CO2);2464761;kg
2007;74003;Centrale Harculo;Zwolle;Kooldioxide (CO2);400649542;kg
2007;74120;Ten Cate Protect B.V.;Nijverdal;Kooldioxide (CO2);4392983;kg
2007;74138;Ames Europe Enschede BV;Enschede;Kooldioxide (CO2);724882;kg
2007;74154;TenCate Outdoor Fabrics BV;Nijverdal;Kooldioxide (CO2);10206000;kg
2007;74174;Edel Carpets B.V.;Genemuiden;Kooldioxide (CO2);2446668;kg
2007;74302;Koninklijke Verpakkingsindustrie Stempher BV ( folie );Rijssen;Kooldioxide (CO2);362963;kg
2007;74484;Polaroid (Europa) B.V.;Enschede;Kooldioxide (CO2);1131030;kg
2007;74604;Apollo Vredestein BV;Enschede;Kooldioxide (CO2);16717791;kg
2007;74609;Dunlop Protective Footwear B.V.;Raalte;Kooldioxide (CO2);81000;kg
2007;74652;Krehalon B.V.;Deventer;Kooldioxide (CO2);1685941;kg
2007;75305;locatie Boeldershoek;Hengelo;Kooldioxide (CO2);247300168;kg
2007;75306;Van Heek textiles BV;Losser;Kooldioxide (CO2);2156000;kg
2007;75316;Faber Vlagproduktie BV;Markelo;Kooldioxide (CO2);1295724;kg
2007;75342;FrieslandCampina Balkbrug;Balkbrug;Kooldioxide (CO2);9766955;kg
2007;75349;CZ Rouveen kaasspecialiteiten;Rouveen;Kooldioxide (CO2);1480092;kg
2007;81104;DOC Kaas (Zuivelfabriek);Hoogeveen;Kooldioxide (CO2);17575690;kg
2007;81105;Diolen Industrial Fibers B.V.;Emmen;Kooldioxide (CO2);20214000;kg
2007;81202;AOC Nederland BV (Schoonebeek);Zandpol;Kooldioxide (CO2);12151000;kg
2007;82002;FrieslandCampina Domo B.V. (Beilen);Beilen;Kooldioxide (CO2);53853267;kg
2007;82603;Avebe u.a. (Gasselternijveen);Gasselternijveen;Kooldioxide (CO2);77244174;kg
2007;83501;2 RG;Klazienaveen;Kooldioxide (CO2);10337418;kg
2007;84808;SOLIDUS SOLUTIONS Board B.V. Coevorden;Coevorden;Kooldioxide (CO2);24820223;kg
2007;84999;FrieslandCampina Kievit (Meppel);Meppel;Kooldioxide (CO2);16907197;kg
2007;85002;Attero BV;Wijster;Kooldioxide (CO2);489601250;kg
2007;85003;Envalior Engineering Materials B.V.;Emmen;Kooldioxide (CO2);5018812;kg
2007;85005;Friesland Foods Cheese;Meppel;Kooldioxide (CO2);174902;kg
2007;91505;N.V. Nederlandse Gasunie - compressorstation Aldeboarn;Aldeboarn;Kooldioxide (CO2);1544999;kg
2007;92001;FrieslandCampina Cheese Gerkesklooster;Gerkesklooster;Kooldioxide (CO2);15876696;kg
2007;92004;Hochwald Foods Nederland BV;Bolsward;Kooldioxide (CO2);7371866;kg
2007;92008;Phoenix BV;Scharsterbrug;Kooldioxide (CO2);13043620;kg
2007;92012;FrieslandCampina (Leeuwarden);Leeuwarden;Kooldioxide (CO2);62063511;kg
2007;92015;FrieslandCampina Dronrijp;Dronryp;Kooldioxide (CO2);14440984;kg
2007;92030;FrieslandCampina (Workum);Workum;Kooldioxide (CO2);19089336;kg
2007;92615;Sonac Burgum BV;Sumar;Kooldioxide (CO2);5213000;kg
2007;94003;Centrale Bergum;Burgum;Kooldioxide (CO2);812642000;kg
2007;94301;Huhtamaki Nederland B.V.;Franeker;Kooldioxide (CO2);14126402;kg
2007;94304;SCA Hygiene Products BV (Suameer);Sumar;Kooldioxide (CO2);2071441;kg
2007;94706;BASF Nederland B.V.;Heerenveen;Kooldioxide (CO2);8889878;kg
2007;101002;Henkel Nederland Operations B.V.;Scheemda;Kooldioxide (CO2);1413113;kg
2007;101103;BioMCN B.V.;Farmsum;Kooldioxide (CO2);230568552;kg
2007;101104;Dow Benelux B.V.;Delfzijl;Kooldioxide (CO2);11689405;kg
2007;101105;P.Q. Silicas B.V.;Winschoten;Kooldioxide (CO2);19662000;kg
2007;101108;Qemetica NL Silica bv;Delfzijl;Kooldioxide (CO2);38514000;kg
2007;101403;Reym Delfzijl;Delfzijl;Kooldioxide (CO2);7570968;kg
2007;101404;Delamine B.V.;Farmsum;Kooldioxide (CO2);1438890;kg
2007;101405;Electric Glass Fiber NL, B.V.;Westerbroek;Kooldioxide (CO2);46452227;kg
2007;101408;Nedmag B.V.;Veendam;Kooldioxide (CO2);101793000;kg
2007;101515;Gasunie Transport Services B.V. - compressorstation Spijk;Eemshaven;Kooldioxide (CO2);61724392;kg
2007;102001;FrieslandCampina Nederland B.V.;Bedum;Kooldioxide (CO2);22948785;kg
2007;102301;Suiker Unie (Groningen);Groningen;Kooldioxide (CO2);76071000;kg
2007;102302;Cosun Beet Company-Vierverlaten;Groningen;Kooldioxide (CO2);90557000;kg
2007;102615;Avebe b.a. (DWM Veendam);Veendam;Kooldioxide (CO2);5074476;kg
2007;102620;Coöperatie AVEBE U.A.;Ter Apelkanaal;Kooldioxide (CO2);148445655;kg
2007;102621;Avebe u.a. (Foxhol);Foxhol;Kooldioxide (CO2);32359462;kg
2007;103009;KBM Master Alloys B.V.;Delfzijl;Kooldioxide (CO2);2629854;kg
2007;103010;DAMCO Aluminium Delfzijl Coöperatie U.A.;Farmsum;Kooldioxide (CO2);189395013;kg
2007;104001;ENGIE Energie Nederland NV;Eemshaven;Kooldioxide (CO2);4462506674;kg
2007;104003;Delesto B.V.;Farmsum;Kooldioxide (CO2);1823053000;kg
2007;104302;Solidus Solutions Board Groningen-Hoogkerk;Groningen;Kooldioxide (CO2);27004000;kg
2007;104304;Eska B.V.;Hoogezand;Kooldioxide (CO2);68322706;kg
2007;104305;Eska B.V.;Sappemeer;Kooldioxide (CO2);38143906;kg
2007;104307;Solidus Board Bad Nieuweschans B.V.;Bad Nieuweschans;Kooldioxide (CO2);37916170;kg
2007;104511;Gasunie mengstation Kootstertille (FR);Kootstertille;Kooldioxide (CO2);24322;kg
2007;104521;FrieslandCampina Wolvega;Wolvega;Kooldioxide (CO2);925230;kg
2007;104527;Friese Ecologische Zuivel (Drachten);Drachten;Kooldioxide (CO2);236408;kg
2007;104710;ESD-SIC BV;Farmsum;Kooldioxide (CO2);124048007;kg
2007;105001;ChemCom Industries BV;Farmsum;Kooldioxide (CO2);7713400;kg
2007;105004;Teijin Aramid B.V.;Farmsum;Kooldioxide (CO2);24359000;kg
2007;105007;FrieslandCampina Nederland B.V.;Marum;Kooldioxide (CO2);10584785;kg
2007;105014;Brunner Mond BV (inrichting bestaat niet meer);Farmsum;Kooldioxide (CO2);105212800;kg
2007;105016;Nobian Industrial Chemicals B.V. - SSC (Shared Service Center);Farmsum;Kooldioxide (CO2);9249;kg
2007;105019;Friesland Foods Western Europe (Groningen);Groningen;Kooldioxide (CO2);2393404;kg
2007;105027;Kisuma Chemicals BV;Veendam;Kooldioxide (CO2);12072628;kg
2007;114001;Maxima-centrale;Lelystad;Kooldioxide (CO2);32420000;kg
2007;114002;Vattenfall Power Generation B.V. (HWC Hogering/WKC Almere);Almere;Kooldioxide (CO2);327131743;kg
2007;114720;Sonac Almere BV;Almere;Kooldioxide (CO2);4904376;kg
2007;114721;Alphen;Alphen;Kooldioxide (CO2);37457;kg
2007;114722;Waterschap Noorderzijlvest - RWZI Garmerwolde;Garmerwolde;Kooldioxide (CO2);14885408;kg
2007;114725;RWZI Ede;Ede;Kooldioxide (CO2);6027461;kg
2007;114728;RWZI Nieuwveer;Breda;Kooldioxide (CO2);8619328;kg
2007;114729;RWZI Aarle-Rixtel (Waterschap Aa en Maas);Aarle-Rixtel;Kooldioxide (CO2);6288725;kg
2007;114730;RWZI Eindhoven (Waterschap De Dommel);Eindhoven;Kooldioxide (CO2);0;kg
2007;114731;RWZI Utrecht (Hoogheemraadschap de Stichtse Rijnlanden);Utrecht;Kooldioxide (CO2);64855326;kg
2007;114732;RWZI Venlo;Venlo;Kooldioxide (CO2);9282371;kg
2007;114733;RWZI Hoensbroek;Hoensbroek;Kooldioxide (CO2);9594468;kg
2007;114734;RWZI Enschede;Enschede;Kooldioxide (CO2);8520750;kg
2007;114735;AWZI De Groote Lucht (Hoogheemraadschap van Delfland);Vlaardingen;Kooldioxide (CO2);9557279;kg
2007;114736;RWZI Dokhaven en Slibverwerkingsinstallatie Sluisjesdijk;Rotterdam;Kooldioxide (CO2);11822804;kg
2007;114737;AWZI Kralingseveer (Hoogheemraadschap van Schieland);Capelle aan den Ijssel;Kooldioxide (CO2);9764713;kg
2007;114740;RWZI Susteren;Susteren;Kooldioxide (CO2);15541762;kg
2007;114741;RWZI Amersfoort;Amersfoort;Kooldioxide (CO2);7218191;kg
2007;114743;RWZI Dinther (Waterschap Aa en Maas);Heeswijk-Dinther;Kooldioxide (CO2);6794394;kg
2007;114744;Elsta P&U;Hoek;Kooldioxide (CO2);1694544500;kg
2007;114745;Komeco B.V.;Dronten;Kooldioxide (CO2);9937;kg
2007;114746;Luchthaven Lelystad NV;Lelystad;Kooldioxide (CO2);43646;kg
2007;114747;PeakShaver Maasvlakte;Maasvlakte Rotterdam;Kooldioxide (CO2);1177369;kg
2007;114750;Interface International BV;Scherpenzeel;Kooldioxide (CO2);2662511;kg
2007;114754;Tarkett lokatie Waalwijk;Waalwijk;Kooldioxide (CO2);1761000;kg
2007;114755;Synthomer Hasselt BV;Hasselt;Kooldioxide (CO2);11509;kg
2007;114757;Eurogen CV;Botlek Rotterdam;Kooldioxide (CO2);467312000;kg
2007;114761;A.C. ter Kuile BV;Enschede;Kooldioxide (CO2);283000;kg
2007;114762;Tapijtfabriek Intercarpet B.V.;Aalten;Kooldioxide (CO2);920591;kg
2007;114767;AWZI Houtrust (Hoogheemraadschap van Delfland);'s-Gravenhage;Kooldioxide (CO2);10906897;kg
2007;114768;MediaMotion Manufacturing B.V.;Uden;Kooldioxide (CO2);1528151;kg
2007;114771;Mauser Benelux BV;Oosterhout;Kooldioxide (CO2);115099;kg
2007;114772;Fenner Dunlop Conveyor Belting;Drachten;Kooldioxide (CO2);4939734;kg
2007;115026;Dokkumer Vlaggen Centrale BV;Dokkum;Kooldioxide (CO2);522187;kg
2007;115034;Maastricht Aachen Airport (MAA);Maastricht-Airport;Kooldioxide (CO2);657728;kg
2007;115036;LyondellBasell Covestro Manufacturing Maasvlakte VOF;Maasvlakte Rotterdam;Kooldioxide (CO2);10212081;kg
2007;115042;Dyka;Steenwijk;Kooldioxide (CO2);462854;kg
2007;115044;EcoTherm B.V.;Winterswijk;Kooldioxide (CO2);303000;kg
2007;115045;Primo Netherlands B.V.;Buitenpost;Kooldioxide (CO2);345305;kg
2007;115047;Helvoet Rubber & Plastic Technologies B.V.;Hellevoetsluis;Kooldioxide (CO2);1184879;kg
2007;115048;Carlisle Construction Materials BV;Kampen;Kooldioxide (CO2);616983;kg
2007;115049;Holonite BV (Tholen);Tholen;Kooldioxide (CO2);153009;kg
2007;115050;Holonite BV (Halsteren);Halsteren;Kooldioxide (CO2);111459;kg
2007;115057;Parker Hannifin Manufacturing Netherlands (Hose) BV;Hoogezand;Kooldioxide (CO2);713635;kg
2007;115058;Perfon BV / Oerlemans Packaging BV;Goor;Kooldioxide (CO2);19735;kg
2007;115059;Plasthill BV;Hillegom;Kooldioxide (CO2);17204;kg
2007;115063;Eagle Simrax BV;Kerkrade;Kooldioxide (CO2);428189;kg
2007;115064;Synprodo Produktie BV;Wijchen;Kooldioxide (CO2);7222680;kg
2007;115066;Trespa International BV;Weert;Kooldioxide (CO2);12281569;kg
2007;115067;Unidek Produktie / Van Dijk Produktie B.V.;Gemert;Kooldioxide (CO2);5550008;kg
2007;115069;Vernay Europa BV;Oldenzaal;Kooldioxide (CO2);90183;kg
2007;115079;Rinos BV;Genemuiden;Kooldioxide (CO2);586864;kg
2007;115084;SVP Productie BV - Hulpwarmtecentrale 1;Purmerend;Kooldioxide (CO2);17911192;kg
2007;115085;Enecal Energy VOF;Botlek Rotterdam;Kooldioxide (CO2);232043000;kg
2007;115098;MCi (Mirror Controls International) Netherlands BV;Montfoort;Kooldioxide (CO2);209267;kg
2007;115108;Koninklijke Verpakkingsindustrie Stempher BV ( papier );Rijssen;Kooldioxide (CO2);0;kg
2007;115143;FrieslandCampina Cheese BV (Leerdam);Leerdam;Kooldioxide (CO2);248189;kg
2007;115154;Kon. Textielfabr. J.A. Raymakers & Co BV (weverij);Gemert;Kooldioxide (CO2);434099;kg
2007;115180;apt Extrusions B.V.;Roermond;Kooldioxide (CO2);4199002;kg
2007;115181;EP NL Rijnmond 1 B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);1889598000;kg
2007;115182;Mestdrogerij Hubun;Bunschoten-Spakenburg;Kooldioxide (CO2);3476735;kg
2007;115184;RWZI Land van Cuijk (Waterschap Aa en Maas);Haps;Kooldioxide (CO2);4529174;kg
2007;115185;DOC Kaas (Zuivelpark);Hoogeveen;Kooldioxide (CO2);37709108;kg
2007;115186;Yara Vlaardingen BV;Vlaardingen;Kooldioxide (CO2);554334;kg
2007;200155;KH de Jong VVL (FrieslandCampina);Drachten;Kooldioxide (CO2);118167;kg
2007;200214;Gasunie Exportstation Hilvarenbeek;Esbeek;Kooldioxide (CO2);8834;kg
2007;200407;COATEX Netherlands BV;Moerdijk;Kooldioxide (CO2);1006889;kg
2007;200692;Attero Zuid B.V. (Moerdijk);Moerdijk;Kooldioxide (CO2);105867;kg
2007;200781;FNsteel BV;Alblasserdam;Kooldioxide (CO2);22820720;kg
2007;201639;Solidus Solutions Board Oude Pekela;Oude Pekela;Kooldioxide (CO2);27053484;kg
2007;201986;Eneco HWC Kanaleneiland;Utrecht;Kooldioxide (CO2);66651;kg
2007;202223;Quest International;Botlek Rotterdam;Kooldioxide (CO2);821390;kg
2007;202229;Bunge Loders Croklaan Rotterdam;Maasvlakte Rotterdam;Kooldioxide (CO2);11006438;kg
2007;202268;Eneco HWC Overvecht;Utrecht;Kooldioxide (CO2);133922;kg
2007;202416;Gasunie Exportstation 's Gravenvoeren;Mheer;Kooldioxide (CO2);8834;kg
2007;202417;Compressorstation Noord Holland;Anna Paulowna;Kooldioxide (CO2);18887;kg
2007;202418;Eneco HWC Nicolaas Beetsstraat;Utrecht;Kooldioxide (CO2);791596;kg
2007;202419;Eneco HWC Nieuwegein;Nieuwegein;Kooldioxide (CO2);2090548;kg
2007;202824;Eneco Merwedekanaal;Utrecht;Kooldioxide (CO2);459849404;kg
2007;202825;Eneco Lage Weide;Utrecht;Kooldioxide (CO2);616425719;kg
2007;203005;Gasunie Transport Service B.V. - compressorstation Grijpskerk;Grijpskerk;Kooldioxide (CO2);3689;kg
2007;203186;RWZI West;Amsterdam;Kooldioxide (CO2);56654628;kg
2007;220124;AWZI Almere;Almere;Kooldioxide (CO2);4782399;kg
2007;220150;Hoogheemraadschap Hollands Noorderkwartier SDI/RWZI Beverwijk;Beverwijk;Kooldioxide (CO2);33972537;kg
2007;220264;Rioolwaterzuiveringsinstallatie Hengelo;Hengelo;Kooldioxide (CO2);1132320;kg
2007;220326;AWZI Nieuwe Waterweg;Hoek Van Holland;Kooldioxide (CO2);1818894;kg
2007;220387;RWZI Den Bosch (Waterschap Aa en Maas);'s-Hertogenbosch;Kooldioxide (CO2);7992250;kg
2007;220416;RWZI Tilburg Noord;Tilburg;Kooldioxide (CO2);6075;kg
2007;220537;RWZI Harnaschpolder (Hoogheemraadschap van Delfland);Den Hoorn;Kooldioxide (CO2);26562888;kg
2008;60;Sappi Maastricht BV;Maastricht;Kooldioxide (CO2);249263271;kg
2008;61;Rubber Resources BV;Maastricht;Kooldioxide (CO2);1013574;kg
2008;62;Chemelot Site Permit BV;Geleen;Kooldioxide (CO2);5101390047;kg
2008;65;PQ Silicas BV;Eijsden;Kooldioxide (CO2);40191601;kg
2008;66;Marsna Paper B.V.;Meerssen;Kooldioxide (CO2);317183;kg
2008;84;BASF Nederland B.V.;Maastricht;Kooldioxide (CO2);4831435;kg
2008;90;VDL Castings Heerlen BV;Hoensbroek;Kooldioxide (CO2);28186178;kg
2008;113;VDL Nedcar B.V.;Born;Kooldioxide (CO2);13225708;kg
2008;148;ENCI BV (Maastricht);Maastricht;Kooldioxide (CO2);631197200;kg
2008;151;O-I Netherlands BV (Maastricht);Maastricht;Kooldioxide (CO2);82300648;kg
2008;159;Fenzi AGT Netherlands B.V.;Maastricht;Kooldioxide (CO2);4366916;kg
2008;325;Lawter Maastricht BV;Maastricht;Kooldioxide (CO2);3939522;kg
2008;1104;Solvay Chemie BV;Herten;Kooldioxide (CO2);2273672;kg
2008;1107;Nouryon Functional Chemicals B.V.;Herkenbosch;Kooldioxide (CO2);12807014;kg
2008;1404;DSM Pharma Chemicals Venlo BV;Venlo;Kooldioxide (CO2);6861000;kg
2008;3509;VDL Castings Weert BV;Weert;Kooldioxide (CO2);185007;kg
2008;3513;MGG Netherlands BV;Tegelen;Kooldioxide (CO2);5971349;kg
2008;4001;Clauscentrale;Maasbracht;Kooldioxide (CO2);1727201380;kg
2008;4301;Smurfit Westrock Roermond Paper BV;Roermond;Kooldioxide (CO2);152547000;kg
2008;4753;Rockwool B.V.;Roermond;Kooldioxide (CO2);192174712;kg
2008;5727;EverZinc Nederland B.V.;Eijsden;Kooldioxide (CO2);21130521;kg
2008;5729;Celanese Production Netherlands B.V.;Geleen;Kooldioxide (CO2);1623881;kg
2008;5740;WEPA Nederland B.V.;Swalmen;Kooldioxide (CO2);23473603;kg
2008;5743;Walkro Blitterswijck BV;Blitterswijck;Kooldioxide (CO2);659130;kg
2008;5746;Nuon Power Generation BV (Buggenum);Haelen;Kooldioxide (CO2);1257418006;kg
2008;5750;FrieslandCampina Born;Born;Kooldioxide (CO2);6682416;kg
2008;5804;PQ Nederland BV;Maastricht;Kooldioxide (CO2);6472865;kg
2008;10001;Nobian Industrial Chemicals BV (Rotterdam);Botlek Rotterdam;Kooldioxide (CO2);207157386;kg
2008;10002;Nouryon Performance Formulations b.v.;Europoort Rotterdam;Kooldioxide (CO2);16000;kg
2008;10003;Synres B.V.;Hoek Van Holland;Kooldioxide (CO2);6589853;kg
2008;10004;Lyondell Chemical Nederland Ltd.;Botlek Rotterdam;Kooldioxide (CO2);118580523;kg
2008;10005;LBC Rotterdam BV;Botlek Rotterdam;Kooldioxide (CO2);4855223;kg
2008;10006;Shell Nederland Chemie BV (Pernis);Vondelingenplaat Rotterdam;Kooldioxide (CO2);34812236;kg
2008;10016;Climax Molybdenum BV;Botlek Rotterdam;Kooldioxide (CO2);7376888;kg
2008;10017;Evonik Carbon Black Nederland BV;Botlek Rotterdam;Kooldioxide (CO2);141670115;kg
2008;10042;Kemira Rotterdam B.V. - locatie Botlek;Botlek Rotterdam;Kooldioxide (CO2);200985;kg
2008;10057;Shell Nederland Raffinaderij BV;Vondelingenplaat Rotterdam;Kooldioxide (CO2);5151890755;kg
2008;10058;BP Raffinaderij Rotterdam B.V.;Europoort Rotterdam;Kooldioxide (CO2);2130368000;kg
2008;10059;Gunvor Energy Rotterdam B.V. (GPR);Europoort Rotterdam;Kooldioxide (CO2);518293787;kg
2008;10061;Esso Nederland BV (Raffinaderij Rotterdam);Botlek Rotterdam;Kooldioxide (CO2);2312246198;kg
2008;10062;ExxonMobil Chemical Holland BV (RAP);Botlek Rotterdam;Kooldioxide (CO2);334087928;kg
2008;10063;AVR-Afvalverwerking;Botlek Rotterdam;Kooldioxide (CO2);1080188340;kg
2008;10064;Almatis BV;Botlek Rotterdam;Kooldioxide (CO2);19229631;kg
2008;10066;Kemira Rotterdam BV locatie Europoort;Europoort Rotterdam;Kooldioxide (CO2);8926979;kg
2008;10073;Tronox Pigments (Holland) BV;Botlek Rotterdam;Kooldioxide (CO2);76953428;kg
2008;10076;HVC AfvalEnergieCentrale Dordrecht;Dordrecht;Kooldioxide (CO2);207703173;kg
2008;10078;Ruigenhil Vastgoed B.V. (Nedstaal/FNSteel/Heros);Alblasserdam;Kooldioxide (CO2);54978292;kg
2008;10079;Chemours Netherlands B.V.;Dordrecht;Kooldioxide (CO2);182629981;kg
2008;10082;Akzo Nobel Car Refinishes B.V.;Sassenheim;Kooldioxide (CO2);3557842;kg
2008;10086;NV Nutricia Zoetermeer;Zoetermeer;Kooldioxide (CO2);12708075;kg
2008;10097;SD Guthrie International Zwijndrecht Refinery B.V.;Zwijndrecht;Kooldioxide (CO2);53390012;kg
2008;10100;Bakelite Botlek Rotterdam;Botlek Rotterdam;Kooldioxide (CO2);5725303;kg
2008;10546;Lactalis Leerdammer BV (Schoonrewoerd);Schoonrewoerd;Kooldioxide (CO2);11477111;kg
2008;10590;FrieslandCampina Rotterdam;Rotterdam;Kooldioxide (CO2);2710401;kg
2008;10615;ENCI BV (Rotterdam);Botlek Rotterdam;Kooldioxide (CO2);11385130;kg
2008;10621;Hunter Douglas Europe BV;Rotterdam;Kooldioxide (CO2);14302464;kg
2008;10687;Biotech Campus Delft;Delft;Kooldioxide (CO2);85083705;kg
2008;10689;Air Products Nederland BV (Botlek);Botlek Rotterdam;Kooldioxide (CO2);360220187;kg
2008;10698;Cargill Bioindustrial BV;Gouda;Kooldioxide (CO2);49950720;kg
2008;10722;O-I Manufacturing Netherlands BV Schiedam;Schiedam;Kooldioxide (CO2);63586890;kg
2008;10723;O-I Netherlands BV (Leerdam);Leerdam;Kooldioxide (CO2);117788035;kg
2008;10728;Cargill Refined Oils Europe;Botlek Rotterdam;Kooldioxide (CO2);26065000;kg
2008;10738;Cerexagri BV / ARKEMA Rotterdam BV;Vondelingenplaat Rotterdam;Kooldioxide (CO2);10307438;kg
2008;10793;Tata Steel Nederland Tubes BV locatie Zwijndrecht;Zwijndrecht;Kooldioxide (CO2);1142911;kg
2008;10815;AVR NV (Rotterdam);Rotterdam;Kooldioxide (CO2);335419000;kg
2008;10829;Cosun Beet company (Puttershoek);Puttershoek;Kooldioxide (CO2);713000;kg
2008;10928;Aluminium & Chemie Rotterdam B.V.;Botlek Rotterdam;Kooldioxide (CO2);250549048;kg
2008;10971;Ferro (Holland) B.V. (HS);Rotterdam;Kooldioxide (CO2);3813000;kg
2008;10998;Draka Interfoam;Hillegom;Kooldioxide (CO2);1020000;kg
2008;11024;Cabot B.V.;Botlek Rotterdam;Kooldioxide (CO2);209076945;kg
2008;11090;Chane Terminal Botlek B.V.;Botlek Rotterdam;Kooldioxide (CO2);16912000;kg
2008;11105;Heineken Netherlands Supply B.V., brouwerij Zoeterwoude;Zoeterwoude;Kooldioxide (CO2);72398922;kg
2008;11111;Ashland Industries Nederland B.V.;Zwijndrecht;Kooldioxide (CO2);25489743;kg
2008;11230;Damen Verolme BV;Botlek Rotterdam;Kooldioxide (CO2);627845;kg
2008;11366;LANXESS Rotterdam Botlek;Botlek Rotterdam;Kooldioxide (CO2);118637660;kg
2008;12134;Archer Daniels Midland Europoort BV (ADM);Europoort Rotterdam;Kooldioxide (CO2);200231708;kg
2008;12135;ExxonMobil Chemical Holland BV (ROP van RPI);Europoort Rotterdam;Kooldioxide (CO2);53647119;kg
2008;12147;E.ON Warmte Station Galileistraat;Rotterdam;Kooldioxide (CO2);478838023;kg
2008;12149;Uniper Benelux NV (Maasvlakte);Maasvlakte Rotterdam;Kooldioxide (CO2);6983227913;kg
2008;12150;Uniper Centrale RoCa;Rotterdam;Kooldioxide (CO2);680570938;kg
2008;12157;HVC ZVI B.V.;Dordrecht;Kooldioxide (CO2);8982163;kg
2008;12158;HVC Slibverbrandingsinstallatie;Dordrecht;Kooldioxide (CO2);99500000;kg
2008;12162;Evos Rotterdam B.V.;Europoort Rotterdam;Kooldioxide (CO2);7930874;kg
2008;12167;UZIMET BV;Rijswijk;Kooldioxide (CO2);533574;kg
2008;12168;INV NYLON CHEMICALS NETHERLANDS B.V.;Botlek Rotterdam;Kooldioxide (CO2);4803293;kg
2008;12170;FrieslandCampina Maasdam;Maasdam;Kooldioxide (CO2);5282874;kg
2008;12171;Zuivelfabriek De Graafstroom;Bleskensgraaf Ca;Kooldioxide (CO2);3563263;kg
2008;12172;Promelca B.V. (Gorinchem);Gorinchem;Kooldioxide (CO2);30128931;kg
2008;12174;Ducor Petrochemicals B.V.;Botlek Rotterdam;Kooldioxide (CO2);7188393;kg
2008;12175;Air Liquide Industrie BV;Botlek Rotterdam;Kooldioxide (CO2);27204251;kg
2008;12176;Air Products Nederland BV (Pernis);Vondelingenplaat Rotterdam;Kooldioxide (CO2);635268000;kg
2008;12177;VPR Energy B.V.;Europoort Rotterdam;Kooldioxide (CO2);95076000;kg
2008;19004;ExxonMobil Chemical Holland BV (RPP van RPI);Botlek Rotterdam;Kooldioxide (CO2);54773000;kg
2008;19070;Indorama Ventures Europe BV;Europoort Rotterdam;Kooldioxide (CO2);55475695;kg
