Anleggsnavn;Fylke;Kommune;NACE Kode;year;ets_emissions;Grunnlagsverdi for luft;utslipp;Grunnlagsverdi for vann;Enhet;AnleggId;Org.nr.
Janusfabrikken as;Vestland;Bergen;14.14;2021;0.00434;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2022;0.00744;B;;;1000 tonn;5056;974104024
Janusfabrikken as;Vestland;Bergen;14.14;2023;0.01922;B;;;1000 tonn;5056;974104024
Jotun manger;Vestland;Alver;20.16;2001;0.42;;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2002;11;;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2003;8;;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2004;10;;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2005;0.31;;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2006;0.35;B;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2007;0.00039;B;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2008;0.32;B;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2009;0.3;B;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2010;0.32;B;;;1000 tonn;5059;973140116
Jotun manger;Vestland;Alver;20.16;2011;0.3;B;;;1000 tonn;5059;973140116
Nordic paper as, avdeling geithus;Buskerud;Modum;17.12;2001;4.6;;;;1000 tonn;5060;974077108
Nordic paper as, avdeling geithus;Buskerud;Modum;17.12;2002;10.46;;;;1000 tonn;5060;974077108
Nordic paper as, avdeling geithus;Buskerud;Modum;17.12;2003;13.1;;;;1000 tonn;5060;974077108
Nordic paper as, avdeling geithus;Buskerud;Modum;17.12;2004;13.4;;;;1000 tonn;5060;974077108
Nordic paper as, avdeling geithus;Buskerud;Modum;17.12;2005;15;;;;1000 tonn;5060;974077108
Nordic paper as, avdeling geithus;Buskerud;Modum;17.12;2006;0.0000077;;;;1000 tonn;5060;974077108
Jotun vindal;Vestfold;Sandefjord;20.3;2014;0.317;B;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2015;0.381;B;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2016;0.2;B;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2018;0;E;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2019;0.046;E;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2020;0.051;E;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2022;2.336;B;;;1000 tonn;5061;913733606
Jotun vindal;Vestfold;Sandefjord;20.3;2023;0;B;;;1000 tonn;5061;913733606
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2001;0.36;;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2014;0.147;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2015;0.09;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2016;0.346;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2017;0.103;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2018;0.107;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2019;0.081;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2020;0.051;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2021;0.099;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2022;0.094;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2023;0.149;B;;;1000 tonn;5067;874884472
Forestia  as, braskereidfoss;Innlandet;Våler i Innlandet;16.21;2024;0.052;B;;;1000 tonn;5067;874884472
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2015;0.382;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2016;0.002212;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2017;0.386;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2018;0.284;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2019;0.32;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2020;0.076;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2021;0.409;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2022;0.0661;B;;;1000 tonn;5068;982581486
Eidsiva bioenergi avd. elverum;Innlandet;Elverum;35.3;2023;0.868;B;;;1000 tonn;5068;982581486
Peab asfalt norge as, avd. elverum;Innlandet;Elverum;23.99;2003;0.000725;;;;1000 tonn;5071;980701476
Peab asfalt norge as, avd. elverum;Innlandet;Elverum;23.99;2002;0.0000037;;;;1000 tonn;5071;980701476
Veidekke industri as, skarnes produksjon, asfaltverk;Innlandet;Sør-Odal;23.99;2003;0.0122;;;;1000 tonn;5075;992094958
Veidekke industri as, skarnes produksjon, asfaltverk;Innlandet;Sør-Odal;23.99;2010;1.07;M;;;1000 tonn;5075;992094958
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2005;10.5;;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2003;1.6;;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2006;8.870118;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2011;2.053;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2012;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2013;0.29;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2014;0.0533;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2015;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2016;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2017;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2018;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2019;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2020;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2021;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2022;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2023;0;B;;;1000 tonn;5078;994787144
Eidsiva bioenergi avd. børstad, hamar;Innlandet;Hamar;35.3;2024;0;B;;;1000 tonn;5078;994787144
Moelven våler as;Innlandet;Våler i Innlandet;16.1;2005;0.046;;;;1000 tonn;5082;974284359
Moelven våler as;Innlandet;Våler i Innlandet;16.1;2004;0.7;;;;1000 tonn;5082;974284359
Moelven våler as;Innlandet;Våler i Innlandet;16.1;2003;0.4153;;;;1000 tonn;5082;974284359
Moelven våler as;Innlandet;Våler i Innlandet;16.1;2006;0.48;B;;;1000 tonn;5082;974284359
Moelven våler as;Innlandet;Våler i Innlandet;16.1;2007;0.45;E;;;1000 tonn;5082;974284359
Moelven våler as;Innlandet;Våler i Innlandet;16.1;2008;1.48;E;;;1000 tonn;5082;974284359
Norske skog skogn;Trøndelag;Levanger;17.12;2001;4.7;;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2002;3.1;;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2003;3.08;;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2004;6.1;;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2005;2.85;;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2006;3.444;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2007;6.76;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2008;4.7;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2009;3.9;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2010;9.7;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2011;4.89;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2012;5.2;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2013;11.2;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2014;9.4;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2015;7.3;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2016;10;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2017;9;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2018;12;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2019;6.2;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2020;5;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2021;5.4;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2022;5.7;B;;;1000 tonn;5085;973181602
Norske skog skogn;Trøndelag;Levanger;17.12;2023;5.2;B;;;1000 tonn;5085;973181602
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;1998;203.3;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;1999;186.1;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2000;128.8;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2001;213.9;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2002;153.5;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2003;136.5;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2004;135.8;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2005;196.1;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2006;240.3;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2007;172.4;;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2008;167.666;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2009;175.937;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2010;142.5;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2011;115.1;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2012;113.4;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2013;100.4;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2014;92.6;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2015;78.8;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2016;85.593;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2017;80.755;B;;;1000 tonn;5086;974286599
Borregaard avd. spesialcellulose;Østfold;Sarpsborg;17.11;2018;82.521;B;;;1000 tonn;5086;974286599
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2001;0.0774;;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2002;0.1326;;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2003;0;;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2004;0.04913;;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2005;0.0812;;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2008;0.0719;;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2009;0.194;B;;;1000 tonn;5021;971944528
Sunnhordland sandblåsing as;Vestland;Fitjar;33.15;2010;0.255;B;;;1000 tonn;5021;971944528
Larvik cell as;Vestfold;Larvik;17.11;2002;4.25;;;;1000 tonn;5040;980659607
Larvik cell as;Vestfold;Larvik;17.11;2004;6.5;;;;1000 tonn;5040;980659607
Larvik cell as;Vestfold;Larvik;17.11;2005;5.9;;;;1000 tonn;5040;980659607
Larvik cell as;Vestfold;Larvik;17.11;2006;3.197;B;;;1000 tonn;5040;980659607
Larvik cell as;Vestfold;Larvik;17.11;2007;0.00396;M;;;1000 tonn;5040;980659607
Hunsfos fabrikker as;Agder;Vennesla;17.12;2001;59.9;;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2002;34;;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2003;52.05;;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2004;52.44;;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2005;33.3;;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2006;33.7;B;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2007;25.9;B;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2008;8.63;B;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2009;10.2;E;;;1000 tonn;5041;973149105
Hunsfos fabrikker as;Agder;Vennesla;17.12;2010;10.1;E;;;1000 tonn;5041;973149105
Texrep norge as;Østfold;Fredrikstad;13.3;2001;0.1825;;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2002;0.8181;;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2003;0.7139;;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2004;0.6949;;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2005;0.6405;;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2006;0.561;B;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2007;0.558;B;;;1000 tonn;5042;986088741
Texrep norge as;Østfold;Fredrikstad;13.3;2008;0.324;B;;;1000 tonn;5042;986088741
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2001;21.2;;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2002;24.84;;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2003;24.66;;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2004;38.33;;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2005;23.89;;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2006;22.977;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2007;23.282;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2008;19.397;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2009;12.611;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2010;16.926;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2011;17.158;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2012;14.123;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2013;12.953;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2014;11.373;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2015;13.311;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2016;15.905;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2017;16.482;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2018;18.076;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2019;21;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2020;18.356;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2021;24;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2022;30.338;B;;;1000 tonn;5043;973062611
Ge healthcare lindesnes;Agder;Lindesnes;21.1;2023;30.1926;B;;;1000 tonn;5043;973062611
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2001;3.4;;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2002;4.58;;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2003;4.08;;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2004;2;;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2005;2.8;;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2006;0.00503;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2007;5.227;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2008;2.669;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2009;2.7;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2010;3.538;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2011;2.84;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2012;2.14;B;;;1000 tonn;5044;974072041
Xellia  pharmaceuticals  as;Oslo;Oslo;72.19;2013;1.804;B;;;1000 tonn;5044;974072041
Kemira chemicals as;Østfold;Fredrikstad;20.13;2001;0.053;;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2002;0.241;;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2003;0.089;;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2004;0.089;;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2005;0.092;;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2006;0.092;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2007;0.092;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2008;0.191;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2009;0.242;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2010;0.306;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2011;0.316;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2012;0.264;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2013;0.194;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2014;0.206;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2015;0.288;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2016;0.241;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2017;0.213;E;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2018;0.24;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2019;0.249;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2020;0.189;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2021;0.259;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2022;0.194;B;;;1000 tonn;5045;974149702
Kemira chemicals as;Østfold;Fredrikstad;20.13;2023;0.369;B;;;1000 tonn;5045;974149702
Jotun gimle;Vestfold;Sandefjord;20.3;2001;11.38;;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2002;4.9;;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2003;3.6;;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2004;3.3;;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2005;2.9;;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2006;3.3;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2007;0.00382;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2008;3.48;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2009;2.43;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2010;3.5;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2011;3.4;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2012;4;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2013;4;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2014;3.1;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2015;2;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2016;1.2;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2017;0.9;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2018;0.9;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2019;0.9;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2020;0.8;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2021;0.6;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2022;1;B;;;1000 tonn;5046;974304066
Jotun gimle;Vestfold;Sandefjord;20.3;2023;1.5;B;;;1000 tonn;5046;974304066
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2001;1.23;;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2002;0.72;;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2003;0.641;;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2004;0.81;;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2005;0.77;;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2006;1.291;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2007;1.633;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2008;0.52;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2009;0.64;E;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2010;0.77;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2011;1.076;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2012;0.038;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2013;0;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2014;0;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2015;0;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2016;0;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2017;0.02;B;;;1000 tonn;5047;973171801
Brødr. sunde avd. ålesund;Møre og Romsdal;Ålesund;22.21;2018;0;B;;;1000 tonn;5047;973171801
