Anleggsnavn;Fylke;Kommune;NACE Kode;year;ets_emissions;Grunnlagsverdi for luft;utslipp;Grunnlagsverdi for vann;Enhet;AnleggId;Org.nr.
Nortura sa, elverum - fjørfeslakting;Innlandet;Elverum;10.11;2022;0;B;;;1000 tonn;6662;974298597
Nortura sa, elverum - fjørfeslakting;Innlandet;Elverum;10.11;2023;0;B;;;1000 tonn;6662;974298597
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2005;0.146;;;;1000 tonn;6663;972150355
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2004;0.096;;;;1000 tonn;6663;972150355
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2003;0.637;;;;1000 tonn;6663;972150355
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2006;0.117;B;;;1000 tonn;6663;972150355
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2008;0.334;B;;;1000 tonn;6663;972150355
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2009;0.12;B;;;1000 tonn;6663;972150355
Tine meieriet øst tolga;Innlandet;Tolga;10.72;2010;0.24;E;;;1000 tonn;6663;972150355
Tine meieriet trysil;Innlandet;Trysil;10.51;2004;0.003214;;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2003;0.002;;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2014;0.125;B;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2015;0;M;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2016;0;E;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2017;0;E;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2018;0;E;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2019;0;E;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2020;0.019;B;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2021;0.0068;B;;;1000 tonn;6664;974107325
Tine meieriet trysil;Innlandet;Trysil;10.51;2023;0.0073;B;;;1000 tonn;6664;974107325
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2005;2.01;;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2004;1.51;;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2003;2.88;;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2006;2.12;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2007;0.196;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2008;1.841;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2009;1.64;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2010;1.835;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2011;1.895;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2012;1.972;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2013;1.587;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2014;1.371;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2015;1.405;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2016;1.706;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2017;1.591;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2018;1.586;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2019;1.337;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2020;1.203;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2021;1.131;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2022;1.208;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2023;1.025;B;;;1000 tonn;6666;973088866
Orkla foods norge as, avd. elverum;Innlandet;Elverum;10.85;2024;0.93;B;;;1000 tonn;6666;973088866
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2001;0.14;;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2003;0.0489;;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2004;0.163;;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2005;0.146;;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2002;0.43;;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2006;0.78;M;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2007;0.775;M;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2008;0;;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2013;0.0075;B;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2014;0.015;B;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2015;0.0077;B;;;1000 tonn;6667;979188900
Grilstad as avd brumunddal;Innlandet;Ringsaker;10.13;2016;0.0077;B;;;1000 tonn;6667;979188900
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2008;0.37;;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2009;0.8654;B;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2010;0.367;B;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2011;4.64;B;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2012;0.362;E;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2013;0.353;E;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2014;0.33;B;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2015;0.359;E;;;1000 tonn;6669;985245053
Bama industri as, avd. grinder;Innlandet;Grue;10.31;2016;0.325;E;;;1000 tonn;6669;985245053
Nortura tynset;Innlandet;Tynset;10.13;2007;0.709;B;;;1000 tonn;6671;873123672
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2005;0.00013;;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2004;0.00023;;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2003;0.00058;;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2008;0.20437;B;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2009;0.06;B;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2010;0.1;B;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2011;0.067;B;;;1000 tonn;6672;971150785
Tine meieriet odal;Innlandet;Sør-Odal;10.51;2012;0.036;B;;;1000 tonn;6672;971150785
Odda smelteverk;Vestland;Ullensvang;20.13;2001;115.18;;;;1000 tonn;6784;914896819
Odda smelteverk;Vestland;Ullensvang;20.13;2002;52.387;;;;1000 tonn;6784;914896819
Rockwool as, larvik;Vestfold;Larvik;23.99;2001;19.6;;;;1000 tonn;6787;873104082
Rockwool as, larvik;Vestfold;Larvik;23.99;2002;15.4;;;;1000 tonn;6787;873104082
Glava stjørdal;Trøndelag;Stjørdal;23.14;2001;3.72;;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2002;3.507;;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2003;3.411;;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2004;4.58;;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2005;4.692;;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2006;4.607;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2007;4.676;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2008;4.126;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2009;4.428;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2010;5.056;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2011;4.148;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2012;4.303;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2013;4.181;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2014;3.863;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2015;4.079;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2016;4.527;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2017;4.467;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2018;4.739;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2019;4.991;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2020;4.291;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2021;5.443;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2022;4.27;B;;;1000 tonn;5139;973122215
Glava stjørdal;Trøndelag;Stjørdal;23.14;2023;3.204;B;;;1000 tonn;5139;973122215
3b-fibreglass norway;Agder;Birkenes;23.14;1992;12.847;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1993;12.375;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1994;12.662;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1995;13.125;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1996;13.4;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1997;12.803;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1998;11;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;1999;11.137;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2000;11.4;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2001;15.1;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2002;13.185;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2003;13.85;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2004;15.1;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2005;15.3;;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2006;15.252;M;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2007;15.439;M;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2008;15.609;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2009;14.551;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2010;14.444;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2011;16.023;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2012;15.92;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2013;18.129;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2014;19.455;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2015;22.266;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2016;22.131;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2017;21.695;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2018;24.236;M;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2019;27.5;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2020;26.269;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2021;28.98;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2022;18.682;B;;;1000 tonn;5142;974118858
3b-fibreglass norway;Agder;Birkenes;23.14;2023;29.909;B;;;1000 tonn;5142;974118858
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1992;1.28;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1993;0.34;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1994;0.41;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1995;0.425;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1996;0.47;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1997;0.531;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1998;1.41;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;1999;1.111;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;2000;0.691;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;2001;0.43;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;2002;0.63;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;2003;0.55;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;2004;0.298;;;;1000 tonn;5143;971675101
Hadeland glassverk a.s;Akershus;Jevnaker;23.13;2005;0.025;;;;1000 tonn;5143;971675101
Aluscan a.s, avd. raudsand;Møre og Romsdal;Molde;24.422;2001;2.323;;;;1000 tonn;5145;972172251
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2001;0.0063;;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2002;3.6;;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2003;6.16;;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2004;6.44;;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2005;6.59;;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2006;5.313;B;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2007;6.47;B;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2008;5.839;B;;;1000 tonn;5146;975038173
Hellik teigen as aluminium gjenvinning, karmøy;Rogaland;Karmøy;38.32;2009;0.377;B;;;1000 tonn;5146;975038173
Pq norge silicates as;Nordland;Meløy;20.13;2003;6.2;;;;1000 tonn;5148;884071372
Pq norge silicates as;Nordland;Meløy;20.13;2004;6;;;;1000 tonn;5148;884071372
Pq norge silicates as;Nordland;Meløy;20.13;2005;6;;;;1000 tonn;5148;884071372
Pq norge silicates as;Nordland;Meløy;20.13;2006;6;B;;;1000 tonn;5148;884071372
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2002;4.1;;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2005;0.07534;;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2007;0.622;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2006;0.547;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2008;0.621;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2009;1.695;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2010;2.83;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2011;2.841;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2012;2.83;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2013;2.7;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2014;2.6;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2015;2.5;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2016;2.2;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2017;2.04;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2018;2.05;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2019;2.4;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2020;2.64;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2021;3;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2022;3.2;B;;;1000 tonn;5149;981076664
Speira recycling services rød;Møre og Romsdal;Molde;24.422;2023;3.22;B;;;1000 tonn;5149;981076664
Aludyne norway;Agder;Farsund;24.422;2001;1.241;;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2002;1.035;;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2003;0.984;;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2004;0.873;;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2005;0.845;;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2006;0.681;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2007;0.681;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2008;0.988;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2009;0.308;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2010;0.44;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2011;0.4;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2012;0.39;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2013;0.4;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2014;0.9;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2015;0.6;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2016;0.55;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2017;0.4;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2018;0.3;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2019;0.2;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2020;0.3;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2021;0.3;B;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2022;2.055;E;;;1000 tonn;5150;876505622
Aludyne norway;Agder;Farsund;24.422;2023;1.329;E;;;1000 tonn;5150;876505622
Elkem salten;Nordland;Sørfold;20.13;2001;258.923;;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2002;247.6;;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2003;215.361;;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2004;283.669;;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2005;262.39;;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2006;205.76;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2007;205.081;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2008;253.2;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2009;136.648;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2010;302.815;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2011;283.2;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2012;283.6;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2013;235.96;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2014;313.75;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2015;311.5;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2016;313.75;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2017;323.7;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2018;307.929;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2020;311.877;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2019;294.072;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2021;348.578;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2022;349.199;B;;;1000 tonn;5151;973095366
Elkem salten;Nordland;Sørfold;20.13;2023;328.321;B;;;1000 tonn;5151;973095366
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1992;138;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1993;164;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1994;161;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1995;167;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1996;171;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1997;170;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1998;178;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;1999;185;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;2000;174;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;2001;140;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;2002;111;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;2003;162;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;2004;178;;;;1000 tonn;5152;873095342
Elkem fiskaa silicon;Agder;Kristiansand;20.13;2005;138;;;;1000 tonn;5152;873095342
Daletec as;Vestland;Vaksdal;77.4;2003;2.24;;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2004;1.146;;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2005;1.2;;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2006;2.472;B;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2007;1.1389;B;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2008;0.695;B;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2009;0.46;B;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2010;0;E;;;1000 tonn;5658;974114380
Daletec as;Vestland;Vaksdal;77.4;2011;0;E;;;1000 tonn;5658;974114380
Mosjøen veveri as;Nordland;Vefsn;13.96;1992;0.29;;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2001;1.155;;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2002;0.99;;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2003;0.43;;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2004;0.2388;;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2005;0.2314;;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2006;0.2398;B;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2007;0.1231;B;;;1000 tonn;5659;971738782
Mosjøen veveri as;Nordland;Vefsn;13.96;2008;0.081;E;;;1000 tonn;5659;971738782
Denofa as;Østfold;Fredrikstad;10.412;2001;4;;;;1000 tonn;5660;973095102
Denofa as;Østfold;Fredrikstad;10.412;2002;10.6;;;;1000 tonn;5660;973095102
Denofa as;Østfold;Fredrikstad;10.412;2003;14.2;;;;1000 tonn;5660;973095102
Denofa as;Østfold;Fredrikstad;10.412;2004;1.4;;;;1000 tonn;5660;973095102
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2001;27.24;;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2002;25.95;;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2003;27.54;;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2004;22.46;;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2005;20.57;;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2006;12.2;E;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2007;3.93;B;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2008;3.5;B;;;1000 tonn;5661;914907500
Jahrestranda næringspark as;Vestfold;Sandefjord;68.209;2009;3.2;B;;;1000 tonn;5661;914907500
